	State	Action
519	((1, 2), (('2', '0'), ('0', '0')))	2
520	((1, 2), (('2', '2'), ('0', '0')))	2
521	((1, 2), (('0', '2'), ('1', '0')))	1
522	((1, 2), (('1', '2'), ('0', '1')))	2
523	((1, 2), (('3', '2'), ('1', '1')))	aT
524	((1, 2), (('2', '1'), ('1', '1')))	2
525	((1, 2), (('0', '1'), ('0', '1')))	2
526	((1, 2), (('0', '0'), ('0', '0')))	2
527	((1, 2), (('1', '0'), ('0', '1')))	2
528	((1, 2), (('1', '2'), ('1', '1')))	2
529	((1, 2), (('3', '0'), ('1', '0')))	aT
530	((1, 2), (('0', '2'), ('0', '0')))	2
531	((1, 2), (('3', '1'), ('1', '0')))	aT
532	((1, 2), (('0', '1'), ('1', '1')))	2
533	((1, 2), (('1', '1'), ('1', '0')))	2
534	((1, 2), (('2', '0'), ('0', '1')))	2
535	((1, 2), (('1', '0'), ('1', '1')))	2
536	((1, 2), (('2', '2'), ('0', '1')))	2
537	((1, 2), (('3', '0'), ('0', '0')))	2
538	((1, 2), (('3', '1'), ('0', '0')))	2
539	((1, 3), (('2', '0'), ('1', '1')))	0
540	((1, 3), (('1', '1'), ('0', '0')))	0
541	((1, 3), (('0', '0'), ('0', '1')))	0
542	((1, 3), (('2', '2'), ('1', '1')))	aT
543	((1, 3), (('0', '2'), ('0', '1')))	aT
544	((1, 3), (('3', '2'), ('1', '0')))	aT
545	((1, 3), (('0', '0'), ('1', '1')))	0
546	((1, 3), (('2', '1'), ('1', '0')))	0
547	((1, 3), (('3', '1'), ('0', '1')))	aT
548	((1, 3), (('0', '2'), ('1', '1')))	aT
549	((1, 3), (('1', '2'), ('1', '0')))	aT
550	((1, 3), (('3', '0'), ('0', '1')))	aT
551	((1, 3), (('0', '1'), ('1', '0')))	0
552	((1, 3), (('1', '0'), ('1', '0')))	0
553	((1, 3), (('3', '0'), ('1', '1')))	aT
554	((1, 3), (('1', '1'), ('0', '1')))	0
555	((1, 3), (('3', '2'), ('0', '0')))	0
556	((1, 3), (('2', '1'), ('0', '0')))	0
557	((1, 3), (('3', '1'), ('1', '1')))	aT
558	((1, 3), (('1', '2'), ('0', '0')))	0
559	((1, 3), (('0', '1'), ('0', '0')))	0
560	((1, 3), (('2', '0'), ('1', '0')))	0
561	((1, 3), (('1', '1'), ('1', '1')))	0
562	((1, 3), (('1', '0'), ('0', '0')))	0
563	((1, 3), (('2', '2'), ('1', '0')))	aT
564	((1, 3), (('3', '2'), ('0', '1')))	aT
565	((1, 3), 'sink')	0
566	((1, 3), (('2', '1'), ('0', '1')))	0
567	((1, 3), (('0', '0'), ('1', '0')))	0
568	((1, 3), (('2', '0'), ('0', '0')))	0
569	((1, 3), (('2', '2'), ('0', '0')))	0
570	((1, 3), (('0', '2'), ('1', '0')))	aT
571	((1, 3), (('1', '2'), ('0', '1')))	aT
572	((1, 3), (('3', '2'), ('1', '1')))	aT
573	((1, 3), (('2', '1'), ('1', '1')))	0
574	((1, 3), (('0', '1'), ('0', '1')))	0
575	((1, 3), (('0', '0'), ('0', '0')))	0
576	((1, 3), (('1', '0'), ('0', '1')))	0
577	((1, 3), (('1', '2'), ('1', '1')))	aT
578	((1, 3), (('3', '0'), ('1', '0')))	aT
579	((1, 3), (('0', '2'), ('0', '0')))	0
580	((1, 3), (('3', '1'), ('1', '0')))	aT
581	((1, 3), (('0', '1'), ('1', '1')))	0
582	((1, 3), (('1', '1'), ('1', '0')))	0
583	((1, 3), (('2', '0'), ('0', '1')))	0
584	((1, 3), (('1', '0'), ('1', '1')))	0
585	((1, 3), (('2', '2'), ('0', '1')))	aT
586	((1, 3), (('3', '0'), ('0', '0')))	0
587	((1, 3), (('3', '1'), ('0', '0')))	0
588	((1, 4), (('2', '0'), ('1', '1')))	0
589	((1, 4), (('1', '1'), ('0', '0')))	0
590	((1, 4), (('0', '0'), ('0', '1')))	0
591	((1, 4), (('2', '2'), ('1', '1')))	aT
592	((1, 4), (('0', '2'), ('0', '1')))	aT
593	((1, 4), (('3', '2'), ('1', '0')))	aT
594	((1, 4), (('0', '0'), ('1', '1')))	0
595	((1, 4), (('2', '1'), ('1', '0')))	0
596	((1, 4), (('3', '1'), ('0', '1')))	aT
597	((1, 4), (('0', '2'), ('1', '1')))	aT
598	((1, 4), (('1', '2'), ('1', '0')))	aT
599	((1, 4), (('3', '0'), ('0', '1')))	aT
600	((1, 4), (('0', '1'), ('1', '0')))	0
601	((1, 4), (('1', '0'), ('1', '0')))	0
602	((1, 4), (('3', '0'), ('1', '1')))	aT
603	((1, 4), (('1', '1'), ('0', '1')))	0
604	((1, 4), (('3', '2'), ('0', '0')))	0
605	((1, 4), (('2', '1'), ('0', '0')))	0
606	((1, 4), (('3', '1'), ('1', '1')))	aT
607	((1, 4), (('1', '2'), ('0', '0')))	0
608	((1, 4), (('0', '1'), ('0', '0')))	0
609	((1, 4), (('2', '0'), ('1', '0')))	0
610	((1, 4), (('1', '1'), ('1', '1')))	0
611	((1, 4), (('1', '0'), ('0', '0')))	0
612	((1, 4), (('2', '2'), ('1', '0')))	aT
613	((1, 4), (('3', '2'), ('0', '1')))	aT
614	((1, 4), 'sink')	0
615	((1, 4), (('2', '1'), ('0', '1')))	0
616	((1, 4), (('0', '0'), ('1', '0')))	0
617	((1, 4), (('2', '0'), ('0', '0')))	0
618	((1, 4), (('2', '2'), ('0', '0')))	0
619	((1, 4), (('0', '2'), ('1', '0')))	aT
620	((1, 4), (('1', '2'), ('0', '1')))	aT
621	((1, 4), (('3', '2'), ('1', '1')))	aT
622	((1, 4), (('2', '1'), ('1', '1')))	0
623	((1, 4), (('0', '1'), ('0', '1')))	0
624	((1, 4), (('0', '0'), ('0', '0')))	0
625	((1, 4), (('1', '0'), ('0', '1')))	0
626	((1, 4), (('1', '2'), ('1', '1')))	aT
627	((1, 4), (('3', '0'), ('1', '0')))	aT
628	((1, 4), (('0', '2'), ('0', '0')))	0
629	((1, 4), (('3', '1'), ('1', '0')))	aT
630	((1, 4), (('0', '1'), ('1', '1')))	0
631	((1, 4), (('1', '1'), ('1', '0')))	0
632	((1, 4), (('2', '0'), ('0', '1')))	0
633	((1, 4), (('1', '0'), ('1', '1')))	0
634	((1, 4), (('2', '2'), ('0', '1')))	aT
635	((1, 4), (('3', '0'), ('0', '0')))	0
636	((1, 4), (('3', '1'), ('0', '0')))	0
637	((1, 5), (('2', '0'), ('1', '1')))	1
638	((1, 5), (('1', '1'), ('0', '0')))	1
639	((1, 5), (('0', '0'), ('0', '1')))	0
640	((1, 5), (('2', '2'), ('1', '1')))	1
641	((1, 5), (('0', '2'), ('0', '1')))	0
642	((1, 5), (('3', '2'), ('1', '0')))	aT
643	((1, 5), (('0', '0'), ('1', '1')))	0
644	((1, 5), (('2', '1'), ('1', '0')))	1
645	((1, 5), (('3', '1'), ('0', '1')))	1
646	((1, 5), (('0', '2'), ('1', '1')))	0
647	((1, 5), (('1', '2'), ('1', '0')))	1
648	((1, 5), (('3', '0'), ('0', '1')))	1
649	((1, 5), (('0', '1'), ('1', '0')))	0
650	((1, 5), (('1', '0'), ('1', '0')))	1
651	((1, 5), (('3', '0'), ('1', '1')))	aT
652	((1, 5), (('1', '1'), ('0', '1')))	1
653	((1, 5), (('3', '2'), ('0', '0')))	0
654	((1, 5), (('2', '1'), ('0', '0')))	1
655	((1, 5), (('3', '1'), ('1', '1')))	aT
656	((1, 5), (('1', '2'), ('0', '0')))	0
657	((1, 5), (('0', '1'), ('0', '0')))	0
658	((1, 5), (('2', '0'), ('1', '0')))	1
659	((1, 5), (('1', '1'), ('1', '1')))	1
660	((1, 5), (('1', '0'), ('0', '0')))	1
661	((1, 5), (('2', '2'), ('1', '0')))	1
662	((1, 5), (('3', '2'), ('0', '1')))	1
663	((1, 5), 'sink')	0
664	((1, 5), (('2', '1'), ('0', '1')))	1
665	((1, 5), (('0', '0'), ('1', '0')))	0
666	((1, 5), (('2', '0'), ('0', '0')))	1
667	((1, 5), (('2', '2'), ('0', '0')))	0
668	((1, 5), (('0', '2'), ('1', '0')))	0
669	((1, 5), (('1', '2'), ('0', '1')))	1
670	((1, 5), (('3', '2'), ('1', '1')))	aT
671	((1, 5), (('2', '1'), ('1', '1')))	1
672	((1, 5), (('0', '1'), ('0', '1')))	0
673	((1, 5), (('0', '0'), ('0', '0')))	0
674	((1, 5), (('1', '0'), ('0', '1')))	1
675	((1, 5), (('1', '2'), ('1', '1')))	1
676	((1, 5), (('3', '0'), ('1', '0')))	aT
677	((1, 5), (('0', '2'), ('0', '0')))	0
678	((1, 5), (('3', '1'), ('1', '0')))	aT
679	((1, 5), (('0', '1'), ('1', '1')))	0
680	((1, 5), (('1', '1'), ('1', '0')))	1
681	((1, 5), (('2', '0'), ('0', '1')))	1
682	((1, 5), (('1', '0'), ('1', '1')))	1
683	((1, 5), (('2', '2'), ('0', '1')))	1
684	((1, 5), (('3', '0'), ('0', '0')))	0
685	((1, 5), (('3', '1'), ('0', '0')))	0
686	((1, 6), (('2', '0'), ('1', '1')))	1
687	((1, 6), (('1', '1'), ('0', '0')))	1
688	((1, 6), (('0', '0'), ('0', '1')))	0
689	((1, 6), (('2', '2'), ('1', '1')))	1
690	((1, 6), (('0', '2'), ('0', '1')))	0
691	((1, 6), (('3', '2'), ('1', '0')))	aT
692	((1, 6), (('0', '0'), ('1', '1')))	0
693	((1, 6), (('2', '1'), ('1', '0')))	1
694	((1, 6), (('3', '1'), ('0', '1')))	1
695	((1, 6), (('0', '2'), ('1', '1')))	0
696	((1, 6), (('1', '2'), ('1', '0')))	1
697	((1, 6), (('3', '0'), ('0', '1')))	1
698	((1, 6), (('0', '1'), ('1', '0')))	0
699	((1, 6), (('1', '0'), ('1', '0')))	1
700	((1, 6), (('3', '0'), ('1', '1')))	aT
701	((1, 6), (('1', '1'), ('0', '1')))	2
702	((1, 6), (('3', '2'), ('0', '0')))	2
703	((1, 6), (('2', '1'), ('0', '0')))	1
704	((1, 6), (('3', '1'), ('1', '1')))	aT
705	((1, 6), (('1', '2'), ('0', '0')))	1
706	((1, 6), (('0', '1'), ('0', '0')))	3
707	((1, 6), (('2', '0'), ('1', '0')))	1
708	((1, 6), (('1', '1'), ('1', '1')))	1
709	((1, 6), (('1', '0'), ('0', '0')))	1
710	((1, 6), (('2', '2'), ('1', '0')))	1
711	((1, 6), (('3', '2'), ('0', '1')))	1
712	((1, 6), 'sink')	0
713	((1, 6), (('2', '1'), ('0', '1')))	1
714	((1, 6), (('0', '0'), ('1', '0')))	0
715	((1, 6), (('2', '0'), ('0', '0')))	1
716	((1, 6), (('2', '2'), ('0', '0')))	1
717	((1, 6), (('0', '2'), ('1', '0')))	3
718	((1, 6), (('1', '2'), ('0', '1')))	1
719	((1, 6), (('3', '2'), ('1', '1')))	aT
720	((1, 6), (('2', '1'), ('1', '1')))	2
721	((1, 6), (('0', '1'), ('0', '1')))	3
722	((1, 6), (('0', '0'), ('0', '0')))	0
723	((1, 6), (('1', '0'), ('0', '1')))	2
724	((1, 6), (('1', '2'), ('1', '1')))	1
725	((1, 6), (('3', '0'), ('1', '0')))	aT
726	((1, 6), (('0', '2'), ('0', '0')))	0
727	((1, 6), (('3', '1'), ('1', '0')))	aT
728	((1, 6), (('0', '1'), ('1', '1')))	0
729	((1, 6), (('1', '1'), ('1', '0')))	1
730	((1, 6), (('2', '0'), ('0', '1')))	1
731	((1, 6), (('1', '0'), ('1', '1')))	1
732	((1, 6), (('2', '2'), ('0', '1')))	1
733	((1, 6), (('3', '0'), ('0', '0')))	2
734	((1, 6), (('3', '1'), ('0', '0')))	1
735	((1, 7), (('2', '0'), ('1', '1')))	2
736	((1, 7), (('1', '1'), ('0', '0')))	2
737	((1, 7), (('0', '0'), ('0', '1')))	2
738	((1, 7), (('2', '2'), ('1', '1')))	2
739	((1, 7), (('0', '2'), ('0', '1')))	2
740	((1, 7), (('3', '2'), ('1', '0')))	aT
741	((1, 7), (('0', '0'), ('1', '1')))	2
742	((1, 7), (('2', '1'), ('1', '0')))	2
743	((1, 7), (('3', '1'), ('0', '1')))	2
744	((1, 7), (('0', '2'), ('1', '1')))	2
745	((1, 7), (('1', '2'), ('1', '0')))	2
746	((1, 7), (('3', '0'), ('0', '1')))	2
747	((1, 7), (('0', '1'), ('1', '0')))	2
748	((1, 7), (('1', '0'), ('1', '0')))	2
749	((1, 7), (('3', '0'), ('1', '1')))	aT
750	((1, 7), (('1', '1'), ('0', '1')))	2
751	((1, 7), (('3', '2'), ('0', '0')))	2
752	((1, 7), (('2', '1'), ('0', '0')))	2
753	((1, 7), (('3', '1'), ('1', '1')))	aT
754	((1, 7), (('1', '2'), ('0', '0')))	2
755	((1, 7), (('0', '1'), ('0', '0')))	2
756	((1, 7), (('2', '0'), ('1', '0')))	2
757	((1, 7), (('1', '1'), ('1', '1')))	2
758	((1, 7), (('1', '0'), ('0', '0')))	2
759	((1, 7), (('2', '2'), ('1', '0')))	2
760	((1, 7), (('3', '2'), ('0', '1')))	2
761	((1, 7), 'sink')	0
762	((1, 7), (('2', '1'), ('0', '1')))	2
763	((1, 7), (('0', '0'), ('1', '0')))	2
764	((1, 7), (('2', '0'), ('0', '0')))	2
765	((1, 7), (('2', '2'), ('0', '0')))	2
766	((1, 7), (('0', '2'), ('1', '0')))	2
767	((1, 7), (('1', '2'), ('0', '1')))	2
768	((1, 7), (('3', '2'), ('1', '1')))	aT
769	((1, 7), (('2', '1'), ('1', '1')))	2
770	((1, 7), (('0', '1'), ('0', '1')))	2
771	((1, 7), (('0', '0'), ('0', '0')))	2
772	((1, 7), (('1', '0'), ('0', '1')))	2
773	((1, 7), (('1', '2'), ('1', '1')))	2
774	((1, 7), (('3', '0'), ('1', '0')))	aT
775	((1, 7), (('0', '2'), ('0', '0')))	2
776	((1, 7), (('3', '1'), ('1', '0')))	aT
777	((1, 7), (('0', '1'), ('1', '1')))	2
778	((1, 7), (('1', '1'), ('1', '0')))	2
779	((1, 7), (('2', '0'), ('0', '1')))	2
780	((1, 7), (('1', '0'), ('1', '1')))	2
781	((1, 7), (('2', '2'), ('0', '1')))	2
782	((1, 7), (('3', '0'), ('0', '0')))	2
783	((1, 7), (('3', '1'), ('0', '0')))	2
784	((2, 0), (('2', '0'), ('1', '1')))	1
785	((2, 0), (('1', '1'), ('0', '0')))	3
786	((2, 0), (('0', '0'), ('0', '1')))	0
787	((2, 0), (('2', '2'), ('1', '1')))	1
788	((2, 0), (('0', '2'), ('0', '1')))	1
789	((2, 0), (('3', '2'), ('1', '0')))	aT
790	((2, 0), (('0', '0'), ('1', '1')))	0
791	((2, 0), (('2', '1'), ('1', '0')))	3
792	((2, 0), (('3', '1'), ('0', '1')))	1
793	((2, 0), (('0', '2'), ('1', '1')))	0
794	((2, 0), (('1', '2'), ('1', '0')))	3
795	((2, 0), (('3', '0'), ('0', '1')))	1
796	((2, 0), (('0', '1'), ('1', '0')))	3
797	((2, 0), (('1', '0'), ('1', '0')))	3
798	((2, 0), (('3', '0'), ('1', '1')))	aT
799	((2, 0), (('1', '1'), ('0', '1')))	3
800	((2, 0), (('3', '2'), ('0', '0')))	3
801	((2, 0), (('2', '1'), ('0', '0')))	3
802	((2, 0), (('3', '1'), ('1', '1')))	aT
803	((2, 0), (('1', '2'), ('0', '0')))	3
804	((2, 0), (('0', '1'), ('0', '0')))	3
805	((2, 0), (('2', '0'), ('1', '0')))	1
806	((2, 0), (('1', '1'), ('1', '1')))	3
807	((2, 0), (('1', '0'), ('0', '0')))	3
808	((2, 0), (('2', '2'), ('1', '0')))	1
809	((2, 0), (('3', '2'), ('0', '1')))	1
810	((2, 0), 'sink')	0
811	((2, 0), (('2', '1'), ('0', '1')))	3
812	((2, 0), (('0', '0'), ('1', '0')))	0
813	((2, 0), (('2', '0'), ('0', '0')))	1
814	((2, 0), (('2', '2'), ('0', '0')))	3
815	((2, 0), (('0', '2'), ('1', '0')))	0
816	((2, 0), (('1', '2'), ('0', '1')))	3
817	((2, 0), (('3', '2'), ('1', '1')))	aT
818	((2, 0), (('2', '1'), ('1', '1')))	3
819	((2, 0), (('0', '1'), ('0', '1')))	3
820	((2, 0), (('0', '0'), ('0', '0')))	0
821	((2, 0), (('1', '0'), ('0', '1')))	3
822	((2, 0), (('1', '2'), ('1', '1')))	3
823	((2, 0), (('3', '0'), ('1', '0')))	aT
824	((2, 0), (('0', '2'), ('0', '0')))	3
825	((2, 0), (('3', '1'), ('1', '0')))	aT
826	((2, 0), (('0', '1'), ('1', '1')))	3
827	((2, 0), (('1', '1'), ('1', '0')))	3
828	((2, 0), (('2', '0'), ('0', '1')))	1
829	((2, 0), (('1', '0'), ('1', '1')))	3
830	((2, 0), (('2', '2'), ('0', '1')))	1
831	((2, 0), (('3', '0'), ('0', '0')))	3
832	((2, 0), (('3', '1'), ('0', '0')))	3
833	((2, 1), (('2', '0'), ('1', '1')))	2
834	((2, 1), (('1', '1'), ('0', '0')))	2
835	((2, 1), (('0', '0'), ('0', '1')))	0
836	((2, 1), (('2', '2'), ('1', '1')))	0
837	((2, 1), (('0', '2'), ('0', '1')))	1
838	((2, 1), (('3', '2'), ('1', '0')))	aT
839	((2, 1), (('0', '0'), ('1', '1')))	0
840	((2, 1), (('2', '1'), ('1', '0')))	2
841	((2, 1), (('3', '1'), ('0', '1')))	0
842	((2, 1), (('0', '2'), ('1', '1')))	0
843	((2, 1), (('1', '2'), ('1', '0')))	2
844	((2, 1), (('3', '0'), ('0', '1')))	0
845	((2, 1), (('0', '1'), ('1', '0')))	2
846	((2, 1), (('1', '0'), ('1', '0')))	2
847	((2, 1), (('3', '0'), ('1', '1')))	aT
848	((2, 1), (('1', '1'), ('0', '1')))	2
849	((2, 1), (('3', '2'), ('0', '0')))	2
850	((2, 1), (('2', '1'), ('0', '0')))	2
851	((2, 1), (('3', '1'), ('1', '1')))	aT
852	((2, 1), (('1', '2'), ('0', '0')))	2
853	((2, 1), (('0', '1'), ('0', '0')))	2
854	((2, 1), (('2', '0'), ('1', '0')))	2
855	((2, 1), (('1', '1'), ('1', '1')))	2
856	((2, 1), (('1', '0'), ('0', '0')))	2
857	((2, 1), (('2', '2'), ('1', '0')))	0
858	((2, 1), (('3', '2'), ('0', '1')))	0
859	((2, 1), 'sink')	0
860	((2, 1), (('2', '1'), ('0', '1')))	2
861	((2, 1), (('0', '0'), ('1', '0')))	0
862	((2, 1), (('2', '0'), ('0', '0')))	2
863	((2, 1), (('2', '2'), ('0', '0')))	2
864	((2, 1), (('0', '2'), ('1', '0')))	0
865	((2, 1), (('1', '2'), ('0', '1')))	2
866	((2, 1), (('3', '2'), ('1', '1')))	aT
867	((2, 1), (('2', '1'), ('1', '1')))	2
868	((2, 1), (('0', '1'), ('0', '1')))	2
869	((2, 1), (('0', '0'), ('0', '0')))	0
870	((2, 1), (('1', '0'), ('0', '1')))	2
871	((2, 1), (('1', '2'), ('1', '1')))	2
872	((2, 1), (('3', '0'), ('1', '0')))	aT
873	((2, 1), (('0', '2'), ('0', '0')))	2
874	((2, 1), (('3', '1'), ('1', '0')))	aT
875	((2, 1), (('0', '1'), ('1', '1')))	2
876	((2, 1), (('1', '1'), ('1', '0')))	2
877	((2, 1), (('2', '0'), ('0', '1')))	2
878	((2, 1), (('1', '0'), ('1', '1')))	2
879	((2, 1), (('2', '2'), ('0', '1')))	2
880	((2, 1), (('3', '0'), ('0', '0')))	2
881	((2, 1), (('3', '1'), ('0', '0')))	2
882	((2, 2), (('2', '0'), ('1', '1')))	3
883	((2, 2), (('1', '1'), ('0', '0')))	3
884	((2, 2), (('0', '0'), ('0', '1')))	0
885	((2, 2), (('2', '2'), ('1', '1')))	0
886	((2, 2), (('0', '2'), ('0', '1')))	0
887	((2, 2), (('3', '2'), ('1', '0')))	aT
888	((2, 2), (('0', '0'), ('1', '1')))	0
889	((2, 2), (('2', '1'), ('1', '0')))	3
890	((2, 2), (('3', '1'), ('0', '1')))	0
891	((2, 2), (('0', '2'), ('1', '1')))	0
892	((2, 2), (('1', '2'), ('1', '0')))	3
893	((2, 2), (('3', '0'), ('0', '1')))	0
894	((2, 2), (('0', '1'), ('1', '0')))	3
895	((2, 2), (('1', '0'), ('1', '0')))	3
896	((2, 2), (('3', '0'), ('1', '1')))	aT
897	((2, 2), (('1', '1'), ('0', '1')))	3
898	((2, 2), (('3', '2'), ('0', '0')))	3
899	((2, 2), (('2', '1'), ('0', '0')))	3
900	((2, 2), (('3', '1'), ('1', '1')))	aT
901	((2, 2), (('1', '2'), ('0', '0')))	3
902	((2, 2), (('0', '1'), ('0', '0')))	3
903	((2, 2), (('2', '0'), ('1', '0')))	3
904	((2, 2), (('1', '1'), ('1', '1')))	3
905	((2, 2), (('1', '0'), ('0', '0')))	3
906	((2, 2), (('2', '2'), ('1', '0')))	0
907	((2, 2), (('3', '2'), ('0', '1')))	0
908	((2, 2), 'sink')	0
909	((2, 2), (('2', '1'), ('0', '1')))	3
910	((2, 2), (('0', '0'), ('1', '0')))	0
911	((2, 2), (('2', '0'), ('0', '0')))	3
912	((2, 2), (('2', '2'), ('0', '0')))	3
913	((2, 2), (('0', '2'), ('1', '0')))	0
914	((2, 2), (('1', '2'), ('0', '1')))	3
915	((2, 2), (('3', '2'), ('1', '1')))	aT
916	((2, 2), (('2', '1'), ('1', '1')))	3
917	((2, 2), (('0', '1'), ('0', '1')))	3
918	((2, 2), (('0', '0'), ('0', '0')))	0
919	((2, 2), (('1', '0'), ('0', '1')))	3
920	((2, 2), (('1', '2'), ('1', '1')))	3
921	((2, 2), (('3', '0'), ('1', '0')))	aT
922	((2, 2), (('0', '2'), ('0', '0')))	3
923	((2, 2), (('3', '1'), ('1', '0')))	aT
924	((2, 2), (('0', '1'), ('1', '1')))	3
925	((2, 2), (('1', '1'), ('1', '0')))	3
926	((2, 2), (('2', '0'), ('0', '1')))	3
927	((2, 2), (('1', '0'), ('1', '1')))	3
928	((2, 2), (('2', '2'), ('0', '1')))	3
929	((2, 2), (('3', '0'), ('0', '0')))	3
930	((2, 2), (('3', '1'), ('0', '0')))	3
931	((2, 3), (('2', '0'), ('1', '1')))	0
932	((2, 3), (('1', '1'), ('0', '0')))	2
933	((2, 3), (('0', '0'), ('0', '1')))	0
934	((2, 3), (('2', '2'), ('1', '1')))	0
935	((2, 3), (('0', '2'), ('0', '1')))	0
936	((2, 3), (('3', '2'), ('1', '0')))	aT
937	((2, 3), (('0', '0'), ('1', '1')))	0
938	((2, 3), (('2', '1'), ('1', '0')))	2
939	((2, 3), (('3', '1'), ('0', '1')))	0
940	((2, 3), (('0', '2'), ('1', '1')))	0
941	((2, 3), (('1', '2'), ('1', '0')))	2
942	((2, 3), (('3', '0'), ('0', '1')))	0
943	((2, 3), (('0', '1'), ('1', '0')))	2
944	((2, 3), (('1', '0'), ('1', '0')))	2
945	((2, 3), (('3', '0'), ('1', '1')))	aT
946	((2, 3), (('1', '1'), ('0', '1')))	2
947	((2, 3), (('3', '2'), ('0', '0')))	0
948	((2, 3), (('2', '1'), ('0', '0')))	2
949	((2, 3), (('3', '1'), ('1', '1')))	aT
950	((2, 3), (('1', '2'), ('0', '0')))	2
951	((2, 3), (('0', '1'), ('0', '0')))	2
952	((2, 3), (('2', '0'), ('1', '0')))	0
953	((2, 3), (('1', '1'), ('1', '1')))	2
954	((2, 3), (('1', '0'), ('0', '0')))	2
955	((2, 3), (('2', '2'), ('1', '0')))	0
956	((2, 3), (('3', '2'), ('0', '1')))	0
957	((2, 3), 'sink')	0
958	((2, 3), (('2', '1'), ('0', '1')))	2
959	((2, 3), (('0', '0'), ('1', '0')))	0
960	((2, 3), (('2', '0'), ('0', '0')))	0
961	((2, 3), (('2', '2'), ('0', '0')))	0
962	((2, 3), (('0', '2'), ('1', '0')))	0
963	((2, 3), (('1', '2'), ('0', '1')))	2
964	((2, 3), (('3', '2'), ('1', '1')))	aT
965	((2, 3), (('2', '1'), ('1', '1')))	2
966	((2, 3), (('0', '1'), ('0', '1')))	2
967	((2, 3), (('0', '0'), ('0', '0')))	0
968	((2, 3), (('1', '0'), ('0', '1')))	2
969	((2, 3), (('1', '2'), ('1', '1')))	2
970	((2, 3), (('3', '0'), ('1', '0')))	aT
971	((2, 3), (('0', '2'), ('0', '0')))	0
972	((2, 3), (('3', '1'), ('1', '0')))	aT
973	((2, 3), (('0', '1'), ('1', '1')))	2
974	((2, 3), (('1', '1'), ('1', '0')))	2
975	((2, 3), (('2', '0'), ('0', '1')))	0
976	((2, 3), (('1', '0'), ('1', '1')))	2
977	((2, 3), (('2', '2'), ('0', '1')))	0
978	((2, 3), (('3', '0'), ('0', '0')))	0
979	((2, 3), (('3', '1'), ('0', '0')))	0
980	((2, 4), (('2', '0'), ('1', '1')))	1
981	((2, 4), (('1', '1'), ('0', '0')))	2
982	((2, 4), (('0', '0'), ('0', '1')))	0
983	((2, 4), (('2', '2'), ('1', '1')))	1
984	((2, 4), (('0', '2'), ('0', '1')))	0
985	((2, 4), (('3', '2'), ('1', '0')))	aT
986	((2, 4), (('0', '0'), ('1', '1')))	0
987	((2, 4), (('2', '1'), ('1', '0')))	1
988	((2, 4), (('3', '1'), ('0', '1')))	1
989	((2, 4), (('0', '2'), ('1', '1')))	0
990	((2, 4), (('1', '2'), ('1', '0')))	2
991	((2, 4), (('3', '0'), ('0', '1')))	1
992	((2, 4), (('0', '1'), ('1', '0')))	1
993	((2, 4), (('1', '0'), ('1', '0')))	2
994	((2, 4), (('3', '0'), ('1', '1')))	aT
995	((2, 4), (('1', '1'), ('0', '1')))	2
996	((2, 4), (('3', '2'), ('0', '0')))	1
997	((2, 4), (('2', '1'), ('0', '0')))	1
998	((2, 4), (('3', '1'), ('1', '1')))	aT
999	((2, 4), (('1', '2'), ('0', '0')))	1
1000	((2, 4), (('0', '1'), ('0', '0')))	0
1001	((2, 4), (('2', '0'), ('1', '0')))	1
1002	((2, 4), (('1', '1'), ('1', '1')))	2
1003	((2, 4), (('1', '0'), ('0', '0')))	2
1004	((2, 4), (('2', '2'), ('1', '0')))	1
1005	((2, 4), (('3', '2'), ('0', '1')))	1
1006	((2, 4), 'sink')	0
1007	((2, 4), (('2', '1'), ('0', '1')))	1
1008	((2, 4), (('0', '0'), ('1', '0')))	0
1009	((2, 4), (('2', '0'), ('0', '0')))	1
1010	((2, 4), (('2', '2'), ('0', '0')))	1
1011	((2, 4), (('0', '2'), ('1', '0')))	0
1012	((2, 4), (('1', '2'), ('0', '1')))	1
1013	((2, 4), (('3', '2'), ('1', '1')))	aT
1014	((2, 4), (('2', '1'), ('1', '1')))	1
1015	((2, 4), (('0', '1'), ('0', '1')))	0
1016	((2, 4), (('0', '0'), ('0', '0')))	0
1017	((2, 4), (('1', '0'), ('0', '1')))	2
1018	((2, 4), (('1', '2'), ('1', '1')))	2
1019	((2, 4), (('3', '0'), ('1', '0')))	aT
1020	((2, 4), (('0', '2'), ('0', '0')))	1
1021	((2, 4), (('3', '1'), ('1', '0')))	aT
1022	((2, 4), (('0', '1'), ('1', '1')))	1
1023	((2, 4), (('1', '1'), ('1', '0')))	2
1024	((2, 4), (('2', '0'), ('0', '1')))	1
1025	((2, 4), (('1', '0'), ('1', '1')))	2
1026	((2, 4), (('2', '2'), ('0', '1')))	1
1027	((2, 4), (('3', '0'), ('0', '0')))	1
1028	((2, 4), (('3', '1'), ('0', '0')))	1
1029	((2, 5), (('2', '0'), ('1', '1')))	1
1030	((2, 5), (('1', '1'), ('0', '0')))	2
1031	((2, 5), (('0', '0'), ('0', '1')))	0
1032	((2, 5), (('2', '2'), ('1', '1')))	1
1033	((2, 5), (('0', '2'), ('0', '1')))	0
1034	((2, 5), (('3', '2'), ('1', '0')))	aT
1035	((2, 5), (('0', '0'), ('1', '1')))	0
