	State	Action
734	((7, 0), ('3', '0'))	aT
735	((7, 0), ('0', '2'))	3
736	((7, 0), ('2', '0'))	2
737	((7, 0), ('0', '1'))	2
738	((7, 0), 'sink')	0
739	((7, 0), ('3', '2'))	aT
740	((7, 0), ('1', '0'))	2
741	((7, 1), ('2', '2'))	aT
742	((7, 1), ('3', '1'))	aT
743	((7, 1), ('2', '1'))	0
744	((7, 1), ('0', '0'))	0
745	((7, 1), ('1', '2'))	aT
746	((7, 1), ('1', '1'))	0
747	((7, 1), ('3', '0'))	aT
748	((7, 1), ('0', '2'))	aT
749	((7, 1), ('2', '0'))	0
750	((7, 1), ('0', '1'))	0
751	((7, 1), 'sink')	0
752	((7, 1), ('3', '2'))	aT
753	((7, 1), ('1', '0'))	0
754	((7, 2), ('2', '2'))	aT
755	((7, 2), ('3', '1'))	aT
756	((7, 2), ('2', '1'))	0
757	((7, 2), ('0', '0'))	0
758	((7, 2), ('1', '2'))	aT
759	((7, 2), ('1', '1'))	0
760	((7, 2), ('3', '0'))	aT
761	((7, 2), ('0', '2'))	aT
762	((7, 2), ('2', '0'))	0
763	((7, 2), ('0', '1'))	0
764	((7, 2), 'sink')	0
765	((7, 2), ('3', '2'))	aT
766	((7, 2), ('1', '0'))	0
767	((7, 3), ('2', '2'))	3
768	((7, 3), ('3', '1'))	aT
769	((7, 3), ('2', '1'))	3
770	((7, 3), ('0', '0'))	3
771	((7, 3), ('1', '2'))	3
772	((7, 3), ('1', '1'))	3
773	((7, 3), ('3', '0'))	aT
774	((7, 3), ('0', '2'))	3
775	((7, 3), ('2', '0'))	3
776	((7, 3), ('0', '1'))	3
777	((7, 3), 'sink')	0
778	((7, 3), ('3', '2'))	aT
779	((7, 3), ('1', '0'))	3
780	((7, 4), ('2', '2'))	aT
781	((7, 4), ('3', '1'))	aT
782	((7, 4), ('2', '1'))	0
783	((7, 4), ('0', '0'))	0
784	((7, 4), ('1', '2'))	aT
785	((7, 4), ('1', '1'))	0
786	((7, 4), ('3', '0'))	aT
787	((7, 4), ('0', '2'))	aT
788	((7, 4), ('2', '0'))	0
789	((7, 4), ('0', '1'))	0
790	((7, 4), 'sink')	0
791	((7, 4), ('3', '2'))	aT
792	((7, 4), ('1', '0'))	0
793	((7, 5), ('2', '2'))	0
794	((7, 5), ('3', '1'))	aT
795	((7, 5), ('2', '1'))	0
796	((7, 5), ('0', '0'))	0
797	((7, 5), ('1', '2'))	0
798	((7, 5), ('1', '1'))	0
799	((7, 5), ('3', '0'))	aT
800	((7, 5), ('0', '2'))	3
801	((7, 5), ('2', '0'))	0
802	((7, 5), ('0', '1'))	0
803	((7, 5), 'sink')	0
804	((7, 5), ('3', '2'))	aT
805	((7, 5), ('1', '0'))	0
806	((7, 6), ('2', '2'))	3
807	((7, 6), ('3', '1'))	aT
808	((7, 6), ('2', '1'))	3
809	((7, 6), ('0', '0'))	3
810	((7, 6), ('1', '2'))	3
811	((7, 6), ('1', '1'))	3
812	((7, 6), ('3', '0'))	aT
813	((7, 6), ('0', '2'))	3
814	((7, 6), ('2', '0'))	3
815	((7, 6), ('0', '1'))	3
816	((7, 6), 'sink')	0
817	((7, 6), ('3', '2'))	aT
818	((7, 6), ('1', '0'))	3
819	((7, 7), ('2', '2'))	2
820	((7, 7), ('3', '1'))	aT
821	((7, 7), ('2', '1'))	2
822	((7, 7), ('0', '0'))	2
823	((7, 7), ('1', '2'))	3
824	((7, 7), ('1', '1'))	3
825	((7, 7), ('3', '0'))	aT
826	((7, 7), ('0', '2'))	2
827	((7, 7), ('2', '0'))	2
828	((7, 7), ('0', '1'))	2
829	((7, 7), 'sink')	0
830	((7, 7), ('3', '2'))	aT
831	((7, 7), ('1', '0'))	3
832	('sT', ('2', '2'))	aT
833	('sT', ('3', '1'))	aT
834	('sT', ('2', '1'))	0
835	('sT', ('0', '0'))	0
836	('sT', ('1', '2'))	aT
837	('sT', ('1', '1'))	0
838	('sT', ('3', '0'))	aT
839	('sT', ('0', '2'))	aT
840	('sT', ('2', '0'))	0
841	('sT', ('0', '1'))	0
842	('sT', 'sink')	0
843	('sT', ('3', '2'))	aT
844	('sT', ('1', '0'))	0
