	State	Action
729	((7, 0), ('3', '1'))	aT
730	((7, 0), ('2', '0'))	2
731	((7, 0), ('3', '2'))	aT
732	((7, 0), ('0', '1'))	2
733	((7, 0), ('1', '0'))	2
734	((7, 0), 'sink')	0
735	((7, 0), ('2', '1'))	2
736	((7, 0), ('2', '2'))	aT
737	((7, 0), ('0', '0'))	2
738	((7, 0), ('1', '2'))	2
739	((7, 0), ('3', '0'))	aT
740	((7, 0), ('1', '1'))	2
741	((7, 1), ('0', '2'))	aT
742	((7, 1), ('3', '1'))	aT
743	((7, 1), ('2', '0'))	0
744	((7, 1), ('3', '2'))	aT
745	((7, 1), ('0', '1'))	0
746	((7, 1), ('1', '0'))	0
747	((7, 1), 'sink')	0
748	((7, 1), ('2', '1'))	0
749	((7, 1), ('2', '2'))	aT
750	((7, 1), ('0', '0'))	0
751	((7, 1), ('1', '2'))	aT
752	((7, 1), ('3', '0'))	aT
753	((7, 1), ('1', '1'))	0
754	((7, 2), ('0', '2'))	aT
755	((7, 2), ('3', '1'))	aT
756	((7, 2), ('2', '0'))	0
757	((7, 2), ('3', '2'))	aT
758	((7, 2), ('0', '1'))	0
759	((7, 2), ('1', '0'))	0
760	((7, 2), 'sink')	0
761	((7, 2), ('2', '1'))	0
762	((7, 2), ('2', '2'))	aT
763	((7, 2), ('0', '0'))	0
764	((7, 2), ('1', '2'))	aT
765	((7, 2), ('3', '0'))	aT
766	((7, 2), ('1', '1'))	0
767	((7, 3), ('0', '2'))	aT
768	((7, 3), ('3', '1'))	aT
769	((7, 3), ('2', '0'))	0
770	((7, 3), ('3', '2'))	aT
771	((7, 3), ('0', '1'))	0
772	((7, 3), ('1', '0'))	0
773	((7, 3), 'sink')	0
774	((7, 3), ('2', '1'))	0
775	((7, 3), ('2', '2'))	aT
776	((7, 3), ('0', '0'))	0
777	((7, 3), ('1', '2'))	0
778	((7, 3), ('3', '0'))	aT
779	((7, 3), ('1', '1'))	0
780	((7, 4), ('0', '2'))	aT
781	((7, 4), ('3', '1'))	aT
782	((7, 4), ('2', '0'))	0
783	((7, 4), ('3', '2'))	aT
784	((7, 4), ('0', '1'))	0
785	((7, 4), ('1', '0'))	0
786	((7, 4), 'sink')	0
787	((7, 4), ('2', '1'))	0
788	((7, 4), ('2', '2'))	aT
789	((7, 4), ('0', '0'))	0
790	((7, 4), ('1', '2'))	aT
791	((7, 4), ('3', '0'))	aT
792	((7, 4), ('1', '1'))	0
793	((7, 5), ('0', '2'))	aT
794	((7, 5), ('3', '1'))	aT
795	((7, 5), ('2', '0'))	0
796	((7, 5), ('3', '2'))	aT
797	((7, 5), ('0', '1'))	0
798	((7, 5), ('1', '0'))	0
799	((7, 5), 'sink')	0
800	((7, 5), ('2', '1'))	0
801	((7, 5), ('2', '2'))	aT
802	((7, 5), ('0', '0'))	0
803	((7, 5), ('1', '2'))	aT
804	((7, 5), ('3', '0'))	aT
805	((7, 5), ('1', '1'))	0
806	((7, 6), ('0', '2'))	aT
807	((7, 6), ('3', '1'))	aT
808	((7, 6), ('2', '0'))	2
809	((7, 6), ('3', '2'))	aT
810	((7, 6), ('0', '1'))	2
811	((7, 6), ('1', '0'))	2
812	((7, 6), 'sink')	0
813	((7, 6), ('2', '1'))	2
814	((7, 6), ('2', '2'))	aT
815	((7, 6), ('0', '0'))	2
816	((7, 6), ('1', '2'))	aT
817	((7, 6), ('3', '0'))	aT
818	((7, 6), ('1', '1'))	2
819	((7, 7), ('0', '2'))	aT
820	((7, 7), ('3', '1'))	aT
821	((7, 7), ('2', '0'))	2
822	((7, 7), ('3', '2'))	aT
823	((7, 7), ('0', '1'))	2
824	((7, 7), ('1', '0'))	2
825	((7, 7), 'sink')	0
826	((7, 7), ('2', '1'))	2
827	((7, 7), ('2', '2'))	aT
828	((7, 7), ('0', '0'))	2
829	((7, 7), ('1', '2'))	aT
830	((7, 7), ('3', '0'))	aT
831	((7, 7), ('1', '1'))	2
832	('sT', ('0', '2'))	aT
833	('sT', ('3', '1'))	aT
834	('sT', ('2', '0'))	0
835	('sT', ('3', '2'))	aT
836	('sT', ('0', '1'))	0
837	('sT', ('1', '0'))	0
838	('sT', 'sink')	0
839	('sT', ('2', '1'))	0
840	('sT', ('2', '2'))	aT
841	('sT', ('0', '0'))	0
842	('sT', ('1', '2'))	aT
843	('sT', ('3', '0'))	aT
844	('sT', ('1', '1'))	0
